nome_estabelecimento;codigo_estabelecimento;nome_especialidade;codigo_especialidade;data_agendamento;horario_agendamento;recursos_disponiveis_no_horario;agendamentos_confirmados_no_horario;taxa_media_falta_especifica_2023;taxa_media_falta_especifica_ultimas_4_semanas;taxa_media_falta_especifica_historico;taxa_media_falta_geral_2023;taxa_media_falta_geral_ultimas_4_semanas;taxa_media_falta_geral_historico;desvio_padrao_falta_especifica_2023;desvio_padrao_falta_especifica_ultimas_4_semanas;desvio_padrao_falta_especifica_historico;indice_elasticidade_agendamento;elasticidade_maior_igual_50_porcento;overbooking_conservador_sugerido_maior_que_zero;disponibilidade_ajustada_recursos;disponibilidade_maior_igual_overbooking_sugerido;sugestao_overbooking_conservador_2023;sugestao_overbooking_moderado_2023;sugestao_overbooking_super_moderado_2023;sugestao_overbooking_agressivo_2023;sugestao_overbooking_super_agressivo_2023;sugestao_overbooking_conservador_ultimas_4_semanas;sugestao_overbooking_moderado_ultimas_4_semanas;sugestao_overbooking_super_moderado_ultimas_4_semanas;sugestao_overbooking_agressivo_ultimas_4_semanas;sugestao_overbooking_super_agressivo_ultimas_4_semanas;sugestao_overbooking_conservador_historico;sugestao_overbooking_moderado_historico;sugestao_overbooking_super_moderado_historico;sugestao_overbooking_agressivo_historico;sugestao_overbooking_super_agressivo_historico;detalhe_probabilidade_falta_individual;resumo_faltas_esperadas_por_horario
Dental Rio sul;36;Odonto - Odontopediatria;166;29/07/2024;16;0;0;0.0;0.41;0.33;0.0;0.316;0.337;0.0;0.1;0.22;0.6666666666666666;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;- - -
Dental Rio sul;36;Odonto - Odontopediatria;166;29/07/2024;17;1;1;0.0;0.31;0.37;0.0;0.316;0.337;0.0;0.41;0.41;11.081.081.081.081.000;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;577865(-1.0000);0 / 1
Dental Rio sul;36;Odonto - Odontopediatria;166;29/07/2024;18;1;1;0.0;0.38;0.4;0.0;0.316;0.337;0.0;0.41;0.33;0.825;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;567582(0.0000);0 / 1
Dental Rio sul;36;Odonto - Periodontia;169;29/07/2024;9;0;0;0.0;0.3;0.43;0.0;0.316;0.337;0.0;0.08;0.34;0.7906976744186047;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;- - -
Dental Rio sul;36;Odonto - Periodontia;169;29/07/2024;13;1;1;0.0;0.33;0.42;0.0;0.316;0.337;0.0;0.11;0.34;0.8095238095238096;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;577319(-1.0000);0 / 1
Dental Rio sul;36;Odonto - Periodontia;169;29/07/2024;14;1;1;0.0;0.51;0.52;0.0;0.316;0.337;0.0;0.3;0.29;0.5576923076923076;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;577486(-1.0000);0 / 1
Dental Rio sul;36;Odonto - Periodontia;169;29/07/2024;16;1;1;0.0;0.41;0.33;0.0;0.316;0.337;0.0;0.1;0.22;0.6666666666666666;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;577939(0.0000);0 / 1
Dental Rio sul;36;Odonto - Prótese;170;29/07/2024;8;2;2;0.0;0.25;0.3;0.0;0.316;0.337;0.0;0.43;0.27;0.9000000000000001;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;0.0;0.0;1.0;1.0;1.0;569862(0.5960), 569109(0.0080);0 / 2
Dental Rio sul;36;Odonto - Prótese;170;29/07/2024;9;4;4;0.0;0.3;0.43;0.0;0.316;0.337;0.0;0.08;0.34;0.7906976744186047;True;True;0;False;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;2.0;3.0;3.0;560769(0.0060), 556677(0.4280), 567421(0.0040), 551988(0.0060);0 / 4
Dental Rio sul;36;Odonto - Prótese;170;29/07/2024;10;4;4;0.0;0.22;0.37;0.0;0.316;0.337;0.0;0.22;0.27;0.7297297297297298;True;True;0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;1.0;1.0;2.0;3.0;3.0;551988(0.0060), 573211(0.1440), 569515(0.9860), 567395(0.0040);01/abr
Dental Rio sul;36;Odonto - Prótese;170;29/07/2024;11;3;3;0.0;0.52;0.38;0.0;0.316;0.337;0.0;0.37;0.38;1.0;True;True;0;False;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;3.0;3.0;1.0;1.0;2.0;2.0;3.0;569963(0.0000), 554731(0.2320), 558124(0.6240);0 / 3
Dental Rio sul;36;Odonto - Prótese;170;29/07/2024;13;4;4;0.0;0.33;0.42;0.0;0.316;0.337;0.0;0.11;0.34;0.8095238095238096;True;True;0;False;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;2.0;3.0;3.0;557327(0.0000), 573771(0.5540), 559533(0.6320), 567654(0.0080);0 / 4
Dental Rio sul;36;Odonto - Prótese;170;29/07/2024;14;3;3;0.0;0.51;0.52;0.0;0.316;0.337;0.0;0.3;0.29;0.5576923076923076;True;True;0;False;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;2.0;3.0;1.0;1.0;2.0;2.0;3.0;571926(0.0000), 568935(0.0040), 572444(0.0000);0 / 3
Dental Rio sul;36;Odonto - Prótese;170;29/07/2024;15;4;4;0.0;0.49;0.37;0.0;0.316;0.337;0.0;0.27;0.26;0.7027027027027027;True;True;0;False;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;3.0;3.0;1.0;1.0;2.0;3.0;3.0;570356(0.0000), 566799(0.0000), 553182(0.0100), 554565(0.0000);0 / 4
Dental Rio sul;36;Odonto - Prótese;170;29/07/2024;16;4;4;0.0;0.41;0.33;0.0;0.316;0.337;0.0;0.1;0.22;0.6666666666666666;True;True;0;False;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;2.0;2.0;1.0;1.0;2.0;2.0;2.0;570861(0.0020), 574589(0.0020), 554565(0.0000), 571905(0.0060);0 / 4
Dental Rio sul;36;Odonto - Prótese;170;29/07/2024;17;2;2;0.0;0.31;0.37;0.0;0.316;0.337;0.0;0.41;0.41;11.081.081.081.081.000;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;0.0;0.0;1.0;2.0;2.0;573962(0.0040), 559395(0.0080);0 / 2
Dental Rio sul;36;Odonto - Prótese;170;29/07/2024;18;1;1;0.0;0.38;0.4;0.0;0.316;0.337;0.0;0.41;0.33;0.825;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;573964(0.0060);0 / 1
Dental Rio sul;36;Odonto - Endodontia;168;29/07/2024;9;1;1;0.0;0.3;0.43;0.0;0.316;0.337;0.0;0.08;0.34;0.7906976744186047;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;556808(0.4702);0 / 1
Dental Rio sul;36;Odonto - Endodontia;168;29/07/2024;10;1;1;0.0;0.22;0.37;0.0;0.316;0.337;0.0;0.22;0.27;0.7297297297297298;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;554839(0.5480);0 / 1
Dental Rio sul;36;Odonto - Endodontia;168;29/07/2024;11;1;1;0.0;0.52;0.38;0.0;0.316;0.337;0.0;0.37;0.38;1.0;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;561038(0.9980);01/jan
Dental Rio sul;36;Odonto - Endodontia;168;29/07/2024;13;2;2;0.0;0.33;0.42;0.0;0.316;0.337;0.0;0.11;0.34;0.8095238095238096;True;False;0;True;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;2.0;2.0;577560(0.0000), 568271(0.0020);0 / 2
Dental Rio sul;36;Odonto - Endodontia;168;29/07/2024;14;1;1;0.0;0.51;0.52;0.0;0.316;0.337;0.0;0.3;0.29;0.5576923076923076;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;577299(0.0020);0 / 1
Dental Rio sul;36;Odonto - Endodontia;168;29/07/2024;15;1;1;0.0;0.49;0.37;0.0;0.316;0.337;0.0;0.27;0.26;0.7027027027027027;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;575823(0.0040);0 / 1
Dental Rio sul;36;Odonto - Endodontia;168;29/07/2024;16;1;1;0.0;0.41;0.33;0.0;0.316;0.337;0.0;0.1;0.22;0.6666666666666666;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;576094(0.0000);0 / 1
Dental Rio sul;36;Odonto - Endodontia;168;29/07/2024;17;1;1;0.0;0.31;0.37;0.0;0.316;0.337;0.0;0.41;0.41;11.081.081.081.081.000;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;563589(0.0020);0 / 1
Dental Rio sul;36;Odonto - Endodontia;168;29/07/2024;18;1;1;0.0;0.38;0.4;0.0;0.316;0.337;0.0;0.41;0.33;0.825;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;560466(0.0020);0 / 1
Dental Rio sul;36;Odonto - Clínica geral;159;30/07/2024;8;0;0;0.0;0.33;0.34;0.0;0.316;0.337;0.0;0.33;0.34;1.0;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;- - -
Dental Rio sul;36;Odonto - Clínica geral;159;30/07/2024;9;10;10;0.0;0.11;0.32;0.0;0.316;0.337;0.0;0.14;0.31;0.96875;True;True;0;False;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;3.0;2.0;3.0;5.0;6.0;7.0;552783(0.0000), 575102(0.1300), 555341(0.0020), 574195(0.9860), 574106(0.4240), 572490(1.0000), 574193(0.0020), 550990(0.0100), 578960(-1.0000), 555621(0.0060);02/out
Dental Rio sul;36;Odonto - Clínica geral;159;30/07/2024;10;8;8;0.0;0.34;0.33;0.0;0.316;0.337;0.0;0.21;0.36;10.909.090.909.090.900;True;True;0;False;0.0;0.0;0.0;0.0;0.0;2.0;2.0;4.0;4.0;5.0;1.0;2.0;4.0;6.0;6.0;575170(0.0040), 574193(0.0040), 574554(0.9880), 569473(0.4640), 285093(-1.0000), 578835(-1.0000), 578843(-1.0000), 578218(-1.0000);01/ago
Dental Rio sul;36;Odonto - Clínica geral;159;30/07/2024;11;5;5;0.0;0.28;0.32;0.0;0.316;0.337;0.0;0.05;0.33;103.125;True;True;0;False;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;2.0;3.0;4.0;570858(0.4700), 556024(0.0080), 563315(0.3780), 575668(0.0020), 572453(0.9960);01/mai
Dental Rio sul;36;Odonto - Clínica geral;159;30/07/2024;13;8;8;0.0;0.22;0.26;0.0;0.316;0.337;0.0;0.14;0.32;12.307.692.307.692.300;True;True;0;False;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;3.0;3.0;1.0;2.0;4.0;5.0;5.0;577735(-1.0000), 553521(0.0020), 568296(1.0000), 562462(0.9980), 578260(-1.0000), 577460(-1.0000), 563007(0.0000), 575236(0.0040);02/ago
Dental Rio sul;36;Odonto - Clínica geral;159;30/07/2024;14;8;8;0.0;0.0;0.15;0.0;0.0;0.337;0.0;0.0;0.23;15.333.333.333.333.300;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;3.0;3.0;551925(0.2500), 578406(-1.0000), 559555(0.9900), 578966(-1.0000), 578920(-1.0000), 578364(-1.0000), 577175(0.0000), 578371(-1.0000);01/ago
Dental Rio sul;36;Odonto - Clínica geral;159;30/07/2024;15;7;7;0.0;0.22;0.46;0.0;0.316;0.337;0.0;0.18;0.37;0.8043478260869564;True;True;0;False;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;3.0;3.0;2.0;3.0;5.0;6.0;6.0;576352(1.0000), 577132(-1.0000), 552120(0.3040), 579024(-1.0000), 556353(0.4420), 578234(-1.0000), 573795(0.0000);01/jul
Dental Rio sul;36;Odonto - Clínica geral;159;30/07/2024;16;7;7;0.0;0.46;0.34;0.0;0.316;0.337;0.0;0.22;0.38;11.176.470.588.235.200;True;True;0;False;0.0;0.0;0.0;0.0;0.0;3.0;3.0;4.0;5.0;5.0;1.0;2.0;4.0;5.0;6.0;577061(0.0000), 577889(-1.0000), 578411(-1.0000), 578899(-1.0000), 578994(-1.0000), 556527(1.0000), 571186(0.0000);01/jul
Dental Rio sul;36;Odonto - Clínica geral;159;30/07/2024;17;5;5;0.0;0.3;0.34;0.0;0.316;0.337;0.0;0.09;0.29;0.8529411764705881;True;True;0;False;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;2.0;2.0;1.0;1.0;2.0;3.0;3.0;577795(1.0000), 564680(0.0000), 553751(0.9960), 573743(1.0000), 569193(0.0080);03/mai
Dental Rio sul;36;Odonto - Clínica geral;159;30/07/2024;18;3;3;0.0;0.44;0.41;0.0;0.316;0.337;0.0;0.45;0.43;1.048.780.487.804.870;True;True;0;False;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;3.0;3.0;1.0;1.0;2.0;3.0;3.0;578922(-1.0000), 578380(-1.0000), 575892(0.0020);0 / 3
Dental Rio sul;36;Odonto - Periodontia;169;30/07/2024;11;2;2;0.0;0.28;0.32;0.0;0.316;0.337;0.0;0.05;0.33;103.125;True;False;0;True;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;578059(-1.0000), 561197(0.0000);0 / 2
Dental Rio sul;36;Odonto - Prótese;170;30/07/2024;8;2;2;0.0;0.33;0.34;0.0;0.316;0.337;0.0;0.33;0.34;1.0;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;563258(0.0060), 577119(0.0040);0 / 2
Dental Rio sul;36;Odonto - Prótese;170;30/07/2024;9;2;2;0.0;0.11;0.32;0.0;0.316;0.337;0.0;0.14;0.31;0.96875;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;573408(0.0000), 574197(0.5780);0 / 2
Dental Rio sul;36;Odonto - Prótese;170;30/07/2024;10;4;4;0.0;0.34;0.33;0.0;0.316;0.337;0.0;0.21;0.36;10.909.090.909.090.900;True;True;0;False;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;2.0;2.0;1.0;1.0;2.0;3.0;3.0;567386(0.0040), 577560(0.0000), 564956(0.1300), 578059(-1.0000);0 / 4
Dental Rio sul;36;Odonto - Prótese;170;30/07/2024;11;2;2;0.0;0.28;0.32;0.0;0.316;0.337;0.0;0.05;0.33;103.125;True;False;0;True;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;572786(0.6140), 575819(0.0000);0 / 2
Dental Rio sul;36;Odonto - Prótese;170;30/07/2024;13;3;3;0.0;0.22;0.26;0.0;0.316;0.337;0.0;0.14;0.32;12.307.692.307.692.300;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;2.0;2.0;574849(0.1300), 574646(0.5820), 562555(0.0000);0 / 3
Dental Rio sul;36;Odonto - Prótese;170;30/07/2024;14;4;4;0.0;0.0;0.15;0.0;0.0;0.337;0.0;0.0;0.23;15.333.333.333.333.300;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;575883(0.5600), 575771(0.0020), 556980(0.4360), 575771(0.0020);0 / 4
Dental Rio sul;36;Odonto - Prótese;170;30/07/2024;15;2;2;0.0;0.22;0.46;0.0;0.316;0.337;0.0;0.18;0.37;0.8043478260869564;True;True;0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;2.0;2.0;573875(0.0000), 554189(0.4040);0 / 2
Dental Rio sul;36;Odonto - Prótese;170;30/07/2024;16;2;2;0.0;0.46;0.34;0.0;0.316;0.337;0.0;0.22;0.38;11.176.470.588.235.200;True;False;0;True;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;2.0;576332(0.0000), 564482(1.0000);01/fev
Dental Rio sul;36;Odonto - Prótese;170;30/07/2024;17;2;2;0.0;0.3;0.34;0.0;0.316;0.337;0.0;0.09;0.29;0.8529411764705881;True;False;0;True;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;574582(0.0000), 575304(0.0000);0 / 2
Dental Rio sul;36;Odonto - Prótese;170;30/07/2024;18;1;1;0.0;0.44;0.41;0.0;0.316;0.337;0.0;0.45;0.43;1.048.780.487.804.870;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;577273(0.0000);0 / 1
Dental Rio sul;36;Odonto - Clínica geral;159;31/07/2024;9;2;2;0.0;0.21;0.3;0.0;0.316;0.337;0.0;0.25;0.35;11.666.666.666.666.600;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;575887(0.0000), 570742(0.0000);0 / 2
Dental Rio sul;36;Odonto - Clínica geral;159;31/07/2024;10;3;3;0.0;0.39;0.26;0.0;0.316;0.337;0.0;0.16;0.33;12.692.307.692.307.600;True;False;0;True;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;2.0;2.0;0.0;0.0;1.0;2.0;2.0;578502(-1.0000), 572367(0.9980), 560592(0.3180);01/mar
Dental Rio sul;36;Odonto - Clínica geral;159;31/07/2024;11;4;4;0.0;0.19;0.26;0.0;0.316;0.337;0.0;0.12;0.39;1.5;True;False;0;True;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;2.0;3.0;3.0;570691(1.0000), 577350(-1.0000), 578855(-1.0000), 578844(-1.0000);01/abr
Dental Rio sul;36;Odonto - Clínica geral;159;31/07/2024;13;2;2;0.0;0.5;0.27;0.0;0.316;0.337;0.0;0.15;0.33;1.222.222.222.222.220;True;False;0;True;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;574395(0.1380), 573536(0.9940);01/fev
Dental Rio sul;36;Odonto - Clínica geral;159;31/07/2024;14;2;2;0.0;0.23;0.16;0.0;0.316;0.337;0.0;0.15;0.28;17.500.000.000.000.000;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;578041(-1.0000), 578030(-1.0000);0 / 2
Dental Rio sul;36;Odonto - Clínica geral;159;31/07/2024;15;2;2;0.0;0.44;0.29;0.0;0.316;0.337;0.0;0.23;0.33;11.379.310.344.827.500;True;False;0;True;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;578410(-1.0000), 577862(-1.0000);0 / 2
Dental Rio sul;36;Odonto - Clínica geral;159;31/07/2024;16;2;2;0.0;0.18;0.25;0.0;0.316;0.337;0.0;0.12;0.37;1.48;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;574653(1.0000), 577520(0.0000);01/fev
Dental Rio sul;36;Odonto - Prótese;170;31/07/2024;9;5;5;0.0;0.21;0.3;0.0;0.316;0.337;0.0;0.25;0.35;11.666.666.666.666.600;True;True;0;False;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;3.0;1.0;1.0;2.0;3.0;4.0;575786(0.0000), 572290(0.0000), 571494(0.0020), 565968(0.0020), 558395(0.0040);0 / 5
Dental Rio sul;36;Odonto - Prótese;170;31/07/2024;10;4;4;0.0;0.39;0.26;0.0;0.316;0.337;0.0;0.16;0.33;12.692.307.692.307.600;True;False;0;True;0.0;0.0;0.0;0.0;0.0;2.0;1.0;2.0;2.0;2.0;0.0;1.0;2.0;2.0;3.0;575786(0.0000), 566931(0.0020), 567395(0.0000), 553873(0.4160);0 / 4
Dental Rio sul;36;Odonto - Prótese;170;31/07/2024;11;5;5;0.0;0.19;0.26;0.0;0.316;0.337;0.0;0.12;0.39;1.5;True;False;0;True;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;2.0;0.0;1.0;2.0;3.0;4.0;571489(0.0040), 575786(0.0000), 538114(0.0100), 564476(0.0000), 571951(0.0000);0 / 5
Dental Rio sul;36;Odonto - Prótese;170;31/07/2024;12;1;1;0.0;0.17;0.0;0.0;0.316;0.0;0.0;0.24;0.0;0.0;False;False;0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;572453(0.9960);01/jan
Dental Rio sul;36;Odonto - Prótese;170;31/07/2024;13;4;4;0.0;0.5;0.27;0.0;0.316;0.337;0.0;0.15;0.33;1.222.222.222.222.220;True;False;0;True;0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;3.0;3.0;0.0;1.0;2.0;2.0;3.0;570441(0.9980), 567541(0.9980), 573735(0.0040), 551287(0.2920);02/abr
Dental Rio sul;36;Odonto - Prótese;170;31/07/2024;14;2;2;0.0;0.23;0.16;0.0;0.316;0.337;0.0;0.15;0.28;17.500.000.000.000.000;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;573536(0.9940), 573311(0.0000);01/fev
Dental Rio sul;36;Odonto - Prótese;170;31/07/2024;15;3;3;0.0;0.44;0.29;0.0;0.316;0.337;0.0;0.23;0.33;11.379.310.344.827.500;True;False;0;True;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;2.0;2.0;0.0;0.0;1.0;2.0;2.0;564136(0.0000), 574853(0.0000), 560051(0.2160);0 / 3
Dental Rio sul;36;Odonto - Prótese;170;31/07/2024;16;2;2;0.0;0.18;0.25;0.0;0.316;0.337;0.0;0.12;0.37;1.48;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;565827(0.5680), 575607(0.0000);0 / 2
Dental Rio sul;36;Odonto - Prótese;170;31/07/2024;17;3;3;0.0;0.21;0.47;0.0;0.316;0.337;0.0;0.22;0.43;0.9148936170212766;True;True;0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;2.0;3.0;3.0;558464(0.5820), 568972(0.1240), 568132(0.5840);0 / 3
Dental Rio sul;36;Odonto - Endodontia;168;31/07/2024;8;1;1;0.0;0.62;0.35;0.0;0.316;0.337;0.0;0.41;0.29;0.8285714285714285;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;575815(0.0000);0 / 1
Dental Rio sul;36;Odonto - Endodontia;168;31/07/2024;9;2;2;0.0;0.21;0.3;0.0;0.316;0.337;0.0;0.25;0.35;11.666.666.666.666.600;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;576354(0.1440), 569763(0.1280);0 / 2
Dental Rio sul;36;Odonto - Endodontia;168;31/07/2024;10;2;2;0.0;0.39;0.26;0.0;0.316;0.337;0.0;0.16;0.33;12.692.307.692.307.600;True;False;0;True;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;566527(0.0040), 557404(0.5600);0 / 2
Dental Rio sul;36;Odonto - Endodontia;168;31/07/2024;11;1;1;0.0;0.19;0.26;0.0;0.316;0.337;0.0;0.12;0.39;1.5;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;570752(0.0020);0 / 1
Dental Rio sul;36;Odonto - Endodontia;168;31/07/2024;13;1;1;0.0;0.5;0.27;0.0;0.316;0.337;0.0;0.15;0.33;1.222.222.222.222.220;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;575503(0.0000);0 / 1
Dental Rio sul;36;Odonto - Endodontia;168;31/07/2024;14;2;2;0.0;0.23;0.16;0.0;0.316;0.337;0.0;0.15;0.28;17.500.000.000.000.000;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;560925(0.0060), 572637(0.0020);0 / 2
Dental Rio sul;36;Odonto - Endodontia;168;31/07/2024;15;2;2;0.0;0.44;0.29;0.0;0.316;0.337;0.0;0.23;0.33;11.379.310.344.827.500;True;False;0;True;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;564781(0.0000), 571825(0.3800);0 / 2
Dental Rio sul;36;Odonto - Endodontia;168;31/07/2024;16;2;2;0.0;0.18;0.25;0.0;0.316;0.337;0.0;0.12;0.37;1.48;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;575607(0.0000), 574082(0.5800);0 / 2
Dental Rio sul;36;Odonto - Endodontia;168;31/07/2024;17;1;1;0.0;0.21;0.47;0.0;0.316;0.337;0.0;0.22;0.43;0.9148936170212766;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;565827(0.5500);0 / 1
Dental Rio sul;36;Odonto - Clínica geral;159;03/08/2024;8;1;1;0.0;0.75;0.47;0.0;0.316;0.337;0.0;0.25;0.42;0.8936170212765958;True;False;0;True;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;564077(0.1160);0 / 1
Dental Rio sul;36;Odonto - Clínica geral;159;03/08/2024;9;5;5;0.0;0.67;0.39;0.0;0.316;0.337;0.0;0.47;0.42;10.769.230.769.230.700;True;True;0;False;0.0;0.0;0.0;0.0;0.0;2.0;3.0;5.0;6.0;6.0;1.0;1.0;3.0;4.0;4.0;575359(-1.0000), 575360(-1.0000), 538484(0.3500), 575921(0.9980), 574294(0.1340);01/mai
